1,52	87996,38
1,34	92169,11
1,15	96997,95
1,07	102675,06
0,98	109481,97
0,91	117851,13
0,85	128489,04
0,77	142649,35
0,71	162834,74
0,68	195047,37
0,6	259437,26
0,54	540061,72

1,83	94072,09
1,73	98532,93
1,6	103695,17
1,58	109764,26
1,2	117041,15
1,01	125988,16
0,93	137360,56
0,76	152498,57
0,74	174077,66
0,7	208514,41
0,59	277350,1
0,47	577350,27
